"compound_id","name","smiles","source_species","country","bioactivity","target_organism","reference","source_db","activity_value","activity_type","ailment_treated","compound_class","molecular_weight","xlogp","h_bond_donors","h_bond_acceptors","rotatable_bonds","tpsa","num_atoms","num_rings","label_antibacterial","mic_value","log_mic"
"Mol_01875","acacetin","COc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O","Apis mellifica","East Africa","antibacterial","multiple","PMID:12710719","ANPDB","","class_inference","","flavonoid","284.27","2.88","2.0","5.0","2.0","79.9","21.0","3.0","1","",""
"Mol_01877","pectolinarigenin","COc1ccc(cc1)c1cc(=O)c2c(o1)cc(c(c2O)OC)O","Apis species","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","314.29","2.89","2.0","6.0","3.0","89.13","23.0","3.0","1","",""
"Mol_01881","eupatilin","COc1cc(ccc1OC)c1cc(=O)c2c(o1)cc(c(c2O)OC)O","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","344.32","2.9","2.0","7.0","4.0","98.36","25.0","3.0","1","",""
"Mol_01882","cirsilineol","COc1cc2oc(cc(=O)c2c(c1OC)O)c1ccc(c(c1)OC)O","Artemisia herba-alba","East Africa","antibacterial","multiple","PMID:21815723","ANPDB","","class_inference","","flavonoid","344.32","2.9","2.0","7.0","4.0","98.36","25.0","3.0","1","",""
"Mol_01885","quercetin 5-glucoside","C[C@@H]1C(=O)O[C@H]2[C@H]1CCC(=C1C2C(=CC1=O)C)C","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","246.31","2.42","0.0","3.0","0.0","43.37","18.0","3.0","1","",""
"Mol_01915","5,4,3'-trihydroxy-6,4',5'-trimethoxyflavone","COc1cc(cc(c1OC)O)c1cc(=O)c2c(o1)ccc(c2O)OC","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","344.32","2.9","2.0","7.0","4.0","98.36","25.0","3.0","1","",""
"Mol_01919","2-((1R,2R)-2-acetyl-1-isopropylcyclopropyl)acetic acid","OC(=O)C[C@]1(C[C@H]1C(=O)C)C(C)C","Achillea fragrantissima","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","184.23","1.71","1.0","2.0","4.0","54.37","13.0","1.0","1","",""
"Mol_01920","3-oxo-eudesma-4,11(13)-dien-12-oic acid","OC(=O)C(=C)[C@@H]1CC[C@@]2(C(=C(C)C(=O)CC2)C1)C","Achillea fragrantissima","East Africa","antibacterial","multiple","PMID:24746418","ANPDB","","class_inference","","terpenoid","248.32","3.11","1.0","2.0","2.0","54.37","18.0","2.0","1","",""
"Mol_01927","3beta-hydroxygermacra-1(10),4-dien-6alpha,12-olide","C/C/1=C\C[C@H](O)/C(=C/[C@@H]2[C@@H](CC1)[C@H](C)C(=O)O2)/C","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","250.34","2.6","1.0","3.0","0.0","46.53","18.0","2.0","1","",""
"Mol_01928","1beta-hydroxy-3-oxo-eudesman-6alpha,12-olide","C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1([C@@H]2[C@H](C)C(=O)C[C@H]1O)C","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","266.34","1.55","1.0","4.0","0.0","63.6","19.0","3.0","1","",""
"Mol_01929","8alpha-acetoxy-2alpha-hydroxy-1alpha,5alpha,6beta,7alpha,11betaH-guaia-3,10(14)-dien-12,6-olide","CC(=O)O[C@H]1CC(=C)[C@H]2[C@@H]([C@@H]3[C@@H]1[C@H](C)C(=O)O3)C(=C[C@@H]2O)C","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","306.36","1.61","1.0","5.0","1.0","72.83","22.0","3.0","1","",""
"Mol_01930","7-acetyl-1,4-dimethylazulene","CC(=O)c1ccc(c2c(c1)c(C)cc2)C","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","azulene derivative","198.26","3.61","0.0","1.0","1.0","17.07","15.0","2.0","1","",""
"Mol_01931","6,10-dimethyl-9-methylene-2-(4-methyl-1,2-dioxabicyclo[2.2.2]oct-5-en-l-yl)undec-5-ene","C/C(=C\CCC(C12CCC(OO1)(C=C2)C)C)/CCC(=C)C(C)C","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","endoperoxide","318.5","6.15","0.0","2.0","8.0","18.46","23.0","3.0","1","",""
"Mol_01932","(1R,2S,5R,6S)-2-(3,4,5- trimethoxyphenyl)-6-(4-hydroxy-3-methoxyphenyl)-3,7-dioxabicyclo[3.3.0]octane","COc1cc(cc(c1OC)OC)C1OC[C@H]2[C@@H]1COC2c1ccc(c(c1)OC)O","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","lignan","402.44","3.5","1.0","7.0","6.0","75.61","29.0","4.0","1","",""
"Mol_01934","7,11,15-trimethyl-3-methylenehexadecane-1,2-diol","OCC(C(=C)CCCC(CCCC(CCCC(C)C)C)C)O","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","312.54","5.33","2.0","2.0","14.0","40.46","22.0","0.0","1","",""
"Mol_01936","yangambin","COc1cc(cc(c1OC)OC)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1cc(OC)c(c(c1)OC)OC","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","lignan","446.5","3.81","0.0","8.0","8.0","73.84","32.0","4.0","1","",""
"Mol_01937","epiyangambin","COc1cc(cc(c1OC)OC)C1OCC2C1COC2c1cc(OC)c(c(c1)OC)OC","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","lignan","446.5","3.81","0.0","8.0","8.0","73.84","32.0","4.0","1","",""
"Mol_01938","aschantin","COc1cc(cc(c1OC)OC)C1OCC2C1COC2c1ccc2c(c1)OCO2","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","lignan","400.43","3.52","0.0","7.0","5.0","64.61","29.0","5.0","1","",""
"Mol_01939","sesartemin","COc1cc(cc(c1OC)OC)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1cc(OC)c2c(c1)OCO2","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","lignan","430.45","3.52","0.0","8.0","6.0","73.84","31.0","5.0","1","",""
"Mol_01940","spinescen","CCCCCC(C(CCC[C@@H]([C@H]1CC[C@H](O1)[C@@H]1CC[C@H](O1)[C@H](CCCCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O)O)O","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","lignan","638.93","6.83","4.0","8.0","25.0","125.68","45.0","3.0","1","",""
"Mol_01941","demethoxyexcelsin","COc1cc(cc2c1OCO2)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1ccc2c(c1)OCO2","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","lignan","384.38","3.23","0.0","7.0","3.0","64.61","28.0","6.0","1","",""
"Mol_01946","dracunculin","COc1cc2ccc(=O)oc2c2c1OCO2","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","coumarin","220.18","1.53","0.0","5.0","1.0","57.9","16.0","3.0","1","",""
"Mol_01947","costic acid methyl ester","COC(=O)C(=C)[C@@H]1CC[C@@]2([C@@H](C1)C(=C)CCC2)C","Artemisia arborescens","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","248.37","3.88","0.0","2.0","2.0","26.3","18.0","2.0","1","",""
"Mol_01968","(3E)-2,5,5-trimethylhepta-1,3,6-triene","C=CC(/C=C/C(=C)C)(C)C","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","136.24","3.33","0.0","0.0","3.0","0.0","10.0","0.0","1","",""
"Mol_01970","beta-ocinene","C=C/C(=C/CC=C(C)C)/C","Artemisia monosperma","East Africa","antibacterial","multiple","PMID:11830156","ANPDB","","class_inference","","terpenoid","136.24","3.48","0.0","0.0","3.0","0.0","10.0","0.0","1","",""
"Mol_01971","alpha-myrcene","C=CC(=C)CCCC(=C)C","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","136.24","3.48","0.0","0.0","5.0","0.0","10.0","0.0","1","",""
"Mol_01973","3,3,6-trimethylhepta-1,5-dien-4-ol","C=CC(C(C=C(C)C)O)(C)C","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","154.25","2.53","1.0","1.0","3.0","20.23","11.0","0.0","1","",""
"Mol_01975","(penta-1,3-diyn-1-yl)benzene","CC#CC#Cc1ccccc1","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","alkyne","140.18","2.06","0.0","0.0","0.0","0.0","11.0","1.0","1","",""
"Mol_01976","(4,6-dimethylhept-5-en-2-yl)benzene","CC(c1ccccc1)CC(C=C(C)C)C","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","202.34","4.78","0.0","0.0","4.0","0.0","15.0","1.0","1","",""
"Mol_01980","7-methyl-4-methylidene-1-(propan-2-yl)-1,2,3,4,4a,5,6,8a-octahydronaphthalene","CC1=CC2C(CC1)C(=C)CCC2C(C)C","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","204.36","4.58","0.0","0.0","1.0","0.0","15.0","2.0","1","",""
"Mol_01981","3,7-dimethyloct-6-en-1-yl propanoate","CCC(=O)OCCC(CCC=C(C)C)C","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","212.33","3.71","0.0","2.0","7.0","26.3","15.0","0.0","1","",""
"Mol_01983","tetradec-1-yn-1-ol","CCCCCCCCCCCCC#CO","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","alkyne","210.36","4.63","1.0","1.0","10.0","20.23","15.0","0.0","1","",""
"Mol_01984","ethyl 2-methylbutanoate","CCOC(=O)C(CC)C","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","ester","130.19","1.6","0.0","2.0","3.0","26.3","9.0","0.0","1","",""
"Mol_01985","crotonaldehyde","C/C=C/C=O","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","aldehyde","70.09","0.76","0.0","1.0","1.0","17.07","5.0","0.0","1","",""
"Mol_01986","cis-verbenone","CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","150.22","2.18","0.0","1.0","0.0","17.07","11.0","3.0","1","",""
"Mol_01989","ethyl benzoate","CCOC(=O)c1ccccc1","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","ester","150.18","1.86","0.0","2.0","2.0","26.3","11.0","1.0","1","",""
"Mol_01991","eucarvone","CC1=CC=CC(CC1=O)(C)C","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","150.22","2.49","0.0","1.0","0.0","17.07","11.0","1.0","1","",""
"Mol_01992","ethyl mandelate","CCOC(=O)C(c1ccccc1)O","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","ester","180.2","1.28","1.0","3.0","3.0","46.53","13.0","1.0","1","",""
"Mol_01993","ethyl cis-cinnamate","CCOC(=O)/C=C\c1ccccc1","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","ester","176.22","2.26","0.0","2.0","3.0","26.3","13.0","1.0","1","",""
"Mol_01995","2,7,7-trimethylcyclohepta-2,4-dien-1-one","CC1=CC=CCC(C1=O)(C)C","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","150.22","2.49","0.0","1.0","0.0","17.07","11.0","1.0","1","",""
"Mol_01997","2-(5-ethenyl-5-methyloxolan-2-yl)-6-methylhept-5-en-3-one","C=CC1(C)CCC(O1)C(C(=O)CC=C(C)C)C","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","236.35","3.67","0.0","2.0","5.0","26.3","17.0","1.0","1","",""
"Mol_02009","8alpha-hydroxy-4alpha,5alpha-epoxytaurin","O[C@H]1C[C@@]2(C)C(=O)CC[C@@]3([C@@]2([C@@H]2[C@@H]1[C@H](C)C(=O)O2)O3)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","280.32","0.83","1.0","5.0","0.0","76.13","20.0","4.0","1","",""
"Mol_02011","isoerivanin","COc1cc(cc(c1OC)OC)C(c1ccc(c(c1)O)OC)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","318.37","3.58","1.0","5.0","6.0","57.15","23.0","2.0","1","",""
"Mol_02012","erivanin","O[C@@H]1C[C@H](O)[C@]2([C@H](C1=C)[C@H]1OC(=O)[C@H]([C@@H]1CC2)C)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","266.34","1.26","2.0","4.0","0.0","66.76","19.0","3.0","1","",""
"Mol_02013","herbalbin","C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1([C@@H]2[C@]2(C)O[C@@H]2C[C@@H]1O)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","266.34","1.5","1.0","4.0","0.0","59.06","19.0","4.0","1","",""
"Mol_02021","11,13-dihydroisoreynosin","O=C1O[C@H]2C([C@@H]1C)CC[C@@]1(C2=C(C)CC[C@H]1O)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","250.34","2.44","1.0","3.0","0.0","46.53","18.0","3.0","1","",""
"Mol_02022","5alpha-hydroxy-11,13-dihydroreynosin","O=C1O[C@H]2C([C@@H]1C)CC[C@@]1([C@]2(O)C(=C)CC[C@H]1O)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","266.34","1.41","2.0","4.0","0.0","66.76","19.0","3.0","1","",""
"Mol_02023","11,13-dihydroreynosin","C=C1CC[C@H]([C@]2([C@H]1[C@H]1OC(=O)[C@H](C1CC2)C)C)O","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","250.34","2.29","1.0","3.0","0.0","46.53","18.0","3.0","1","",""
"Mol_02024","4alpha-hydroxy-4,15,11,13-tetrahydroreynosin","C[C@@H]1C(=O)O[C@H]2C1CC[C@@]1([C@@H]2[C@](C)(O)CC[C@H]1O)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","268.35","1.49","2.0","4.0","0.0","66.76","19.0","3.0","1","",""
"Mol_02025","8alpha-hydroxy-11,13-dihydroreynosin","C=C1CC[C@H]([C@]2([C@H]1[C@H]1OC(=O)[C@H](C1[C@H](C2)O)C)C)O","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","266.34","1.26","2.0","4.0","0.0","66.76","19.0","3.0","1","",""
"Mol_02026","5alpha-hydroxy-11,13-dihydroreynosin acetate","CC(=O)O[C@@H]1CCC(=C)[C@]2([C@@]1(C)CCC1[C@@H]2OC(=O)[C@H]1C)O","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","308.37","1.98","1.0","5.0","1.0","72.83","22.0","3.0","1","",""
"Mol_02027","9beta-hydroxy-11,13-dihydroreynosin","C=C1CC[C@H]([C@]2([C@H]1[C@H]1OC(=O)[C@H](C1C[C@@H]2O)C)C)O","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","266.34","1.26","2.0","4.0","0.0","66.76","19.0","3.0","1","",""
"Mol_02028","1-oxo-germacr-4-en-12,6-olide","C/C/1=C\[C@H]2OC(=O)[C@H](C2CCC(=C)C(=O)CC1)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","248.32","2.81","0.0","3.0","0.0","43.37","18.0","2.0","1","",""
"Mol_02029","1beta,8alpha-dihydroxygermacr-4-en-12,6-olide","C/C/1=C\[C@H]2OC(=O)[C@H](C2[C@H](CC(=C)[C@@H](CC1)O)O)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","266.34","1.57","2.0","4.0","0.0","66.76","19.0","2.0","1","",""
"Mol_02030","5beta,9beta-dihydroxy-1-oxo-germacra-1(10),4(15)-dien-12,6-olide","OC1C(=C)CCC(=O)C(=C)C([C@@H](C2[C@@H]1OC(=O)[C@H]2C)O)O","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","296.32","-0.28","3.0","6.0","0.0","104.06","21.0","2.0","1","",""
"Mol_02031","13-hydroxy-alpha-cyperene","OCC(=C)C1CCC2(C(=C(C)C(=O)CC2)C1)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","234.34","3.02","1.0","2.0","2.0","37.3","17.0","2.0","1","",""
"Mol_02033","2beta-hydroxy-13-oxo-alpha-cyperene","O=CC(=C)C1CCC2(C(=C(C)C(=O)C(C2)O)C1)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","248.32","2.2","1.0","3.0","2.0","54.37","18.0","2.0","1","",""
"Mol_02034","1beta,5,12-trihydroxygermacra-1(10),4(15),11(13)-triene","OCC(=C)C1CCC(=C)C(O)CCC(=C)C(C1)O","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","252.35","1.95","3.0","3.0","2.0","60.69","18.0","1.0","1","",""
"Mol_02035","7-hydroxy-5,6-dehydro-4,5-dihydrolyratrol","C=CC(C(C(=C)CO)O)C(=C)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","168.24","1.27","2.0","2.0","5.0","40.46","12.0","0.0","1","",""
"Mol_02037","4-(p-hydroxyphenyl)-butan-2-one","CC(=O)CCc1ccc(cc1)O","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","164.2","1.91","1.0","2.0","3.0","37.3","12.0","1.0","1","",""
"Mol_02038","lumisantonin","CC1C(=O)OC2C1CCC1(C32C=CC(=O)C13C)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","246.31","2.11","0.0","3.0","0.0","43.37","18.0","4.0","1","",""
"Mol_02048","capillarol","COC(=O)/C=C/c1ccc(c(c1)C(=O)C=C(C)C)O","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","phenolic","260.29","2.73","1.0","4.0","4.0","63.6","19.0","1.0","1","",""
"Mol_02049","d-cyclocapillarol","OC[C@H]([C@H]1Oc2c(C1)cc(cc2)/C=C/C(=O)OC)C","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","benzofuran","262.31","1.8","1.0","4.0","4.0","55.76","19.0","2.0","1","",""
"Mol_02050","l-cyclocapillarol","OC[C@H]([C@@H]1Oc2c(C1)cc(cc2)/C=C/C(=O)OC)C","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","benzofuran","262.31","1.8","1.0","4.0","4.0","55.76","19.0","2.0","1","",""
"Mol_02051","1-(4-hydroxy-3-((Z)-4-hydroxy-3-methylbut-2-enyl)-5-(3-methylbut-2-enyl)phenyl)ethanone","OC/C(=C\Cc1cc(cc(c1O)CC=C(C)C)C(=O)C)/C","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","288.39","3.58","2.0","3.0","6.0","57.53","21.0","1.0","1","",""
"Mol_02052","naringenin 7-methyl ether","COc1cc2OC(CC(=O)c2c(c1)O)c1ccc(cc1)O","Artemisia monosperma","East Africa","antibacterial","multiple","PMID:12789127","ANPDB","","class_inference","","flavonoid","286.28","2.81","2.0","5.0","2.0","75.99","21.0","3.0","1","",""
"Mol_02053","eriodictyol 7-methyl ether","COc1cc2O[C@@H](CC(=O)c2c(c1)O)c1ccc(c(c1)O)O","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","302.28","2.52","3.0","6.0","2.0","96.22","22.0","3.0","1","",""
"Mol_02054","quercetin 3,7-dimethyl ether","COc1cc(O)c2c(c1)oc(c(c2=O)OC)c1ccc(c(c1)O)O","Artemisia monosperma","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","330.29","2.59","3.0","7.0","3.0","109.36","24.0","3.0","1","",""
"Mol_02057","4alpha-hydroperoxy-desoxyvulgarin","OO[C@]1(C)C=CC[C@]2([C@H]1[C@H]1OC(=O)[C@H]([C@@H]1CC2)C)C","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","266.34","2.79","1.0","4.0","1.0","55.76","19.0","3.0","1","",""
"Mol_02058","4-epi-vulgarin","C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1([C@@H]2[C@@](C)(O)C=CC1=O)C","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","264.32","1.47","1.0","4.0","0.0","63.6","19.0","3.0","1","",""
"Mol_02059","(E)-2-(tetrahydro-5-methyl-5-vinylfuran-2-yl)-6-hydroperoxy-6-methylhept-4-en-3-one","OOC(/C=C/C(=O)C(C1CCC(O1)(C)C=C)C)(C)C","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","268.35","3.14","1.0","4.0","6.0","55.76","19.0","1.0","1","",""
"Mol_02065","verbenol","CC1=CC(O)C2CC1C2(C)C","Artemisia judaica","East Africa","antibacterial","multiple","PMID:27569885","ANPDB","","class_inference","","terpenoid","152.24","1.97","1.0","1.0","0.0","20.23","11.0","3.0","1","",""
"Mol_02067","hydroxydavanone","C=CC1(C)CCC(O1)C(C(=O)/C=C/C(O)(C)C)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","252.35","2.64","1.0","3.0","5.0","46.53","18.0","1.0","1","",""
"Mol_02068","8alpha-hydroxy-3-oxo-6betaH,7alphaH,11betaH-germacran-4(14),9(10)-dien-6,12-olide","C/C/1=C\[C@H](O)C2[C@@H](CC(=C)C(=O)CC1)OC(=O)[C@H]2C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","264.32","1.78","1.0","4.0","0.0","63.6","19.0","2.0","1","",""
"Mol_02069","1beta-hydroxy-6betaH,7alphaH,11alphaH-germacran-4(5),10(15)-dien-6,12-olide","C/C/1=C\[C@H]2OC(=O)[C@@H](C2CCC(=C)C(CC1)O)C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","250.34","2.6","1.0","3.0","0.0","46.53","18.0","2.0","1","",""
"Mol_02070","3beta,8alpha-dihydroxy-6betaH,7alphaH,11betaH-germacran-4(14),9(10)-dien-6,l2-olide","C/C/1=C\[C@H](O)C2[C@@H](CC(=C)C(CC1)O)OC(=O)[C@H]2C","Artemisia herba-alba","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","266.34","1.57","2.0","4.0","0.0","66.76","19.0","2.0","1","",""
"Mol_02136","luteolin 7-rutinoside","OC1[C@@H](OC([C@H]([C@@H]1O)O)CO[C@@H]1OC(C)[C@@H]([C@@H](C1O)O)O)Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O","Adenocarpus anagyrifolius","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","594.52","-1.39","9.0","15.0","6.0","249.2","42.0","5.0","1","",""
"Mol_02221","kaempferol-3-sophoroside","OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O","Diplotaxis acris","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","610.52","-2.42","10.0","16.0","7.0","269.43","43.0","5.0","1","",""
"Mol_02236","apigenin 7-glucoside","OC[C@H]1OC(Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O","Adenocarpus anagyrifolius","East Africa","antibacterial","multiple","PMID:10996263","ANPDB","","class_inference","","flavonoid","432.38","0.05","6.0","10.0","4.0","170.05","31.0","4.0","1","",""
"Mol_02242","euphoscopin A","CC(=O)O[C@@H]1[C@H](C)/C=C\C(C)(C)C(=O)C[C@H](/C(=C\[C@@H]2[C@]1(OC(=O)C)C[C@H]([C@@H]2OC(=O)c1ccccc1)C)/C)O","Euphorbia helioscopia","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","540.65","4.6","1.0","8.0","4.0","116.2","39.0","3.0","1","",""
"Mol_02243","euphoscopin B","CC(=O)O[C@@H]1[C@H](C)/C=C\C(C)(C)C(=O)C[C@H](/C(=C\[C@@H]2[C@]1(OC(=O)C)C[C@H]([C@@H]2OC(=O)c1ccccc1)C)/C)OC(=O)C","Euphorbia helioscopia","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","582.69","5.17","0.0","9.0","5.0","122.27","42.0","3.0","1","",""
"Mol_02244","helioscopinolide A","O=C1O[C@H]2C(=C1C)C=C1[C@@H](C2)[C@]2(C)CC[C@H](C([C@H]2CC1)(C)C)O","Euphorbia helioscopia","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","316.44","3.77","1.0","3.0","0.0","46.53","23.0","4.0","1","",""
"Mol_02245","helioscopinolide B","O=C1O[C@H]2C(=C1C)C=C1[C@@H](C2)[C@]2(C)CC[C@@H](C([C@H]2CC1)(C)C)O","Euphorbia helioscopia","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","terpenoid","316.44","3.77","1.0","3.0","0.0","46.53","23.0","4.0","1","",""
